% Boots dataset from Thomas Munz
@RELATION boots

@ATTRIBUTE Brand {"BRIGGS", "Bugatti", "LUMBERJACK", "M-Shoes", "Reebok", "Rieker", "SALAMANDER", "Thomas Munz", "Thomas Munz black", "U.S. POLO ASSN."}
@ATTRIBUTE Type {"Ботинки", "Ботинки work boots", "Треки"}
@ATTRIBUTE Color {"Бежевый", "Белый", "Желтый", "Зеленый", "Коричневый", "Мульти", "Песочный", "Рыжий", "Серый", "Синий", "Хаки", "Черный"}
@ATTRIBUTE Gender {"Муж."}
@ATTRIBUTE Season {"Весна-осень", "Зима"}
@ATTRIBUTE Price NUMERIC
@ATTRIBUTE Old price NUMERIC
@ATTRIBUTE Upper Material {"Велюр", "Замша", "Искусственная кожа", "КРС", "Кожа из спилка", "Натуральная кожа", "Нубук", "Спилок", "Текстиль", "Шевро"}
@ATTRIBUTE Lining Material {"Велюр", "Войлок", "Ворсин", "Искуcственная шерсть", "Искусственный мех", "Натуральная кожа", "Натуральная шерсть", "Натуральный мех", "Полушерсть", "Спилок", "Текстиль", "Шерсть"}
@ATTRIBUTE Insole Material {"Велюр", "Войлок", "Ворсин", "Искуcственная шерсть", "Искусственный мех", "КРС", "Натуральная кожа", "Натуральная шерсть", "Натуральный мех", "Текстиль", "Шевро", "Шерсть"}
@ATTRIBUTE Sole Material {"Полиуретан", "Резина", "ТЭП", "ЭВА"}
@ATTRIBUTE Perforation {"Без перфорации", "Декоративная", "Нет"}
@ATTRIBUTE Closure Type {"Молния", "Молния/Пряжка", "Молния/Резинка", "Молния/Шнурки", "Резинка", "Шнурки"}
@ATTRIBUTE Heel Height (mm) NUMERIC
@ATTRIBUTE Upper Height (mm) NUMERIC
@ATTRIBUTE Width NUMERIC

@DATA
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",5699.0,11399.0,"Натуральная кожа","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",30,105,6
"Thomas Munz","Ботинки","Коричневый","Муж.","Весна-осень",2999.0,10999.0,"Спилок","Спилок","Ворсин","Резина","Без перфорации","Молния/Шнурки",40,120,6
"Thomas Munz","Ботинки","Коричневый","Муж.","Весна-осень",3999.0,10999.0,"Натуральная кожа","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",30,105,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",5949.0,11899.0,"Натуральная кожа","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",30,100,6
"Thomas Munz","Ботинки","Синий","Муж.","Весна-осень",4999.0,11299.0,"Спилок","Спилок","КРС","Резина","Без перфорации","Молния/Шнурки",30,100,6
"Thomas Munz","Ботинки","Серый","Муж.","Весна-осень",5049.0,10099.0,"Спилок","Спилок","Ворсин","ТЭП","Без перфорации","Молния/Шнурки",30,90,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",4549.0,9099.0,"Кожа из спилка","Ворсин","Ворсин","ТЭП","Без перфорации","Молния/Шнурки",40,135,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",3699.0,7399.0,"Кожа из спилка","Ворсин","Ворсин","ТЭП","Без перфорации","Молния/Шнурки",25,100,6
"Rieker","Ботинки","Коричневый","Муж.","Зима",3999.0,8950.0,"Искусственная кожа","Искуcственная шерсть","Войлок","Резина",?,"Молния/Шнурки",30,100,7
"Thomas Munz","Ботинки","Серый","Муж.","Весна-осень",3599.0,13999.0,"Велюр","Текстиль","Шевро","ЭВА","Без перфорации","Молния/Шнурки",35,145,6
"Thomas Munz","Ботинки","Коричневый","Муж.","Весна-осень",6649.0,13299.0,"Натуральная кожа","Текстиль","Текстиль","ТЭП","Без перфорации","Молния/Шнурки",35,135,6
"BRIGGS","Ботинки","Серый","Муж.","Весна-осень",3799.0,7599.0,"Искусственная кожа","Ворсин","Ворсин","ТЭП","Без перфорации","Шнурки",40,110,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",4049.0,8099.0,"Кожа из спилка","Ворсин","Ворсин","ТЭП","Без перфорации","Молния/Шнурки",35,140,7
"Thomas Munz","Ботинки","Коричневый","Муж.","Весна-осень",4049.0,8099.0,"Кожа из спилка","Ворсин","Ворсин","ТЭП","Без перфорации","Молния/Шнурки",35,140,7
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",3699.0,7399.0,"Кожа из спилка","Ворсин","Ворсин","Резина","Без перфорации","Молния",26,95,6
"BRIGGS","Ботинки","Серый","Муж.","Весна-осень",2999.0,10999.0,"Кожа из спилка","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",30,130,6
"BRIGGS","Ботинки","Коричневый","Муж.","Весна-осень",?,?,"Кожа из спилка","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",30,130,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",4849.0,9699.0,"Кожа из спилка","Ворсин","Ворсин","ТЭП","Без перфорации","Молния/Шнурки",30,110,7
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",1999.0,6999.0,"Искусственная кожа","Ворсин","Ворсин","ТЭП","Без перфорации","Шнурки",35,105,6
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",1999.0,6999.0,"Искусственная кожа","Ворсин","Ворсин","ТЭП","Без перфорации","Шнурки",35,105,6
"Rieker","Ботинки","Черный","Муж.","Весна-осень",3999.0,10750.0,"Натуральная кожа","Велюр","Текстиль","Резина",?,"Молния/Шнурки",35,70,7
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",4499.0,8999.0,"Кожа из спилка","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",35,90,6
"SALAMANDER","Ботинки","Черный","Муж.","Весна-осень",6799.0,13599.0,"Натуральная кожа","Ворсин","Ворсин","Резина","Декоративная","Молния/Шнурки",30,115,6
"SALAMANDER","Ботинки","Коричневый","Муж.","Весна-осень",6499.0,12999.0,"Натуральная кожа","Ворсин","Ворсин","ЭВА","Без перфорации","Молния",30,100,6
"Rieker","Ботинки","Черный","Муж.","Зима",3999.0,12450.0,"Искусственная кожа","Натуральная шерсть","Велюр","Резина",?,"Молния/Шнурки",32,100,7
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",2599.0,10999.0,"Натуральная кожа","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",35,90,6
"BRIGGS","Ботинки","Коричневый","Муж.","Зима",2999.0,12999.0,"Спилок","Спилок","Искусственный мех","ЭВА","Без перфорации","Шнурки",45,125,6
"Thomas Munz","Ботинки","Коричневый","Муж.","Зима",5999.0,13999.0,"Натуральная кожа","Натуральная шерсть","Натуральная шерсть","ТЭП","Без перфорации","Молния/Шнурки",35,120,6
"Thomas Munz","Ботинки","Черный","Муж.","Зима",9449.0,13499.0,"Нубук","Натуральная шерсть","Натуральная шерсть","ТЭП","Без перфорации","Молния/Шнурки",40,140,6
"Thomas Munz","Ботинки","Черный","Муж.","Зима",8329.0,11899.0,"Кожа из спилка","Натуральная шерсть","Натуральная шерсть","ТЭП",?,"Молния/Шнурки",35,115,6
"BRIGGS","Ботинки","Серый","Муж.","Зима",?,?,"Кожа из спилка","Натуральная шерсть","Натуральная шерсть","ТЭП",?,"Молния/Шнурки",35,135,6
"SALAMANDER","Ботинки","Черный","Муж.","Зима",9379.0,13399.0,"Натуральная кожа","Натуральный мех","Натуральный мех","Резина","Без перфорации","Молния/Шнурки",28,100,6
"BRIGGS","Ботинки","Желтый","Муж.","Зима",1599.0,7999.0,"Искусственная кожа","Искусственный мех","Искусственный мех","ТЭП","Без перфорации","Шнурки",30,120,6
"Thomas Munz","Ботинки","Коричневый","Муж.","Зима",10779.0,15399.0,"КРС","Натуральная шерсть","Натуральная шерсть","ТЭП","Нет","Молния/Шнурки",40,110,6
"Thomas Munz","Ботинки","Черный","Муж.","Зима",10779.0,15399.0,"КРС","Натуральная шерсть","Натуральная шерсть","ТЭП","Нет","Молния/Шнурки",40,110,6
"U.S. POLO ASSN.","Ботинки","Коричневый","Муж.","Весна-осень",6999.0,8999.0,"Искусственная кожа","Текстиль","Текстиль","ЭВА","Нет","Шнурки",50,100,?
"U.S. POLO ASSN.","Ботинки","Черный","Муж.","Весна-осень",4999.0,8999.0,"Искусственная кожа","Текстиль","Текстиль","ЭВА","Нет","Шнурки",50,100,?
"Thomas Munz","Ботинки","Черный","Муж.","Зима",9309.0,13299.0,"КРС","Натуральная шерсть","Натуральная шерсть","ТЭП","Нет","Шнурки",35,85,6
"Thomas Munz","Ботинки","Черный","Муж.","Зима",10289.0,14699.0,"КРС","Натуральная шерсть","Натуральная шерсть","ТЭП","Нет","Молния/Шнурки",35,120,6
"LUMBERJACK","Ботинки","Серый","Муж.","Весна-осень",5599.0,16590.0,"Текстиль","Текстиль","Текстиль","ТЭП","Нет","Шнурки",30,95,?
"Rieker","Ботинки","Коричневый","Муж.","Весна-осень",4999.0,15550.0,"Натуральная кожа","Текстиль","Текстиль","ЭВА","Нет","Молния/Шнурки",45,90,?
"Reebok","Ботинки","Зеленый","Муж.","Весна-осень",6999.0,16999.0,"Натуральная кожа","Текстиль","Текстиль","Резина","Нет","Шнурки",45,100,?
"Reebok","Ботинки","Белый","Муж.","Весна-осень",6599.0,16999.0,"Натуральная кожа","Текстиль","Текстиль","Резина","Нет","Шнурки",45,100,?
"LUMBERJACK","Треки","Черный","Муж.","Весна-осень",4599.0,15990.0,"Текстиль","Текстиль","Текстиль","ТЭП","Без перфорации","Шнурки",55,100,?
"LUMBERJACK","Ботинки","Черный","Муж.","Весна-осень",?,?,"Искусственная кожа","Текстиль","Текстиль","ТЭП",?,"Шнурки",40,110,?
"LUMBERJACK","Ботинки","Бежевый","Муж.","Весна-осень",4599.0,12590.0,"Искусственная кожа","Текстиль","Натуральная кожа","ТЭП","Без перфорации","Шнурки",35,80,?
"LUMBERJACK","Ботинки","Зеленый","Муж.","Весна-осень",4599.0,12590.0,"Искусственная кожа","Текстиль","Натуральная кожа","ТЭП","Без перфорации","Шнурки",35,80,?
"LUMBERJACK","Ботинки","Хаки","Муж.","Весна-осень",3599.0,10990.0,"Текстиль","Текстиль","Текстиль","Резина",?,"Шнурки",40,110,?
"U.S. POLO ASSN.","Ботинки","Синий","Муж.","Весна-осень",?,?,"Текстиль","Текстиль","Текстиль","ТЭП",?,"Шнурки",35,90,?
"U.S. POLO ASSN.","Ботинки","Бежевый","Муж.","Весна-осень",?,?,"Текстиль","Текстиль","Текстиль","ТЭП",?,"Шнурки",35,90,?
"Rieker","Ботинки","Черный","Муж.","Весна-осень",5999.0,15550.0,"Натуральная кожа","Текстиль","Текстиль","ЭВА","Без перфорации","Молния/Шнурки",45,90,?
"Rieker","Ботинки","Черный","Муж.","Весна-осень",?,?,"Натуральная кожа","Текстиль","Текстиль","ЭВА","Без перфорации","Молния/Шнурки",49,90,?
"Rieker","Ботинки","Синий","Муж.","Весна-осень",6999.0,10450.0,"Искусственная кожа","Текстиль","Натуральная кожа","Резина","Без перфорации","Молния/Шнурки",36,80,?
"SALAMANDER","Треки","Черный","Муж.","Весна-осень",6999.0,16799.0,"Натуральная кожа","Текстиль","Текстиль","Резина","Без перфорации","Шнурки",35,85,6
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",2999.0,7999.0,"Искусственная кожа","Ворсин","Ворсин","ЭВА",?,"Шнурки",55,105,6
"BRIGGS","Ботинки","Хаки","Муж.","Весна-осень",1999.0,7999.0,"Искусственная кожа","Ворсин","Ворсин","ЭВА",?,"Шнурки",55,105,6
"BRIGGS","Ботинки","Коричневый","Муж.","Весна-осень",1999.0,6999.0,"Искусственная кожа","Ворсин","Ворсин","ТЭП","Без перфорации","Шнурки",40,120,6
"BRIGGS","Ботинки","Серый","Муж.","Весна-осень",1999.0,6999.0,"Искусственная кожа","Ворсин","Ворсин","ТЭП","Без перфорации","Шнурки",40,120,6
"BRIGGS","Ботинки","Хаки","Муж.","Весна-осень",3899.0,7799.0,"Искусственная кожа","Ворсин","Ворсин","ТЭП",?,"Шнурки",40,110,6
"BRIGGS","Ботинки","Рыжий","Муж.","Весна-осень",3899.0,7799.0,"Искусственная кожа","Ворсин","Ворсин","ТЭП",?,"Шнурки",40,110,6
"BRIGGS","Ботинки","Коричневый","Муж.","Весна-осень",1999.0,6999.0,"Искусственная кожа","Ворсин","Ворсин","ТЭП",?,"Шнурки",45,105,6
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",4149.0,8299.0,"Искусственная кожа","Ворсин","Ворсин","ТЭП",?,"Шнурки",45,105,6
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",1999.0,6999.0,"Искусственная кожа","Натуральная кожа","Ворсин","ЭВА","Без перфорации","Шнурки",40,115,6
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",4349.0,8699.0,"Искусственная кожа","Ворсин","Ворсин","ЭВА","Без перфорации","Шнурки",40,115,6
"Thomas Munz","Ботинки","Коричневый","Муж.","Весна-осень",3999.0,10999.0,"Кожа из спилка","Ворсин","Ворсин","ТЭП",?,"Молния/Шнурки",35,130,6
"SALAMANDER","Ботинки work boots","Коричневый","Муж.","Весна-осень",5999.0,16099.0,"Нубук","Ворсин","Ворсин","ЭВА",?,"Молния/Шнурки",35,110,6
"BRIGGS","Ботинки","Коричневый","Муж.","Весна-осень",2999.0,10999.0,"Кожа из спилка","Ворсин","Ворсин","ТЭП",?,"Молния/Шнурки",35,140,6
"SALAMANDER","Ботинки","Синий","Муж.","Весна-осень",4999.0,14999.0,"Спилок","Спилок","Ворсин","ЭВА","Без перфорации","Молния/Шнурки",32,115,6
"SALAMANDER","Ботинки","Коричневый","Муж.","Весна-осень",?,?,"Натуральная кожа","Ворсин","Ворсин","ЭВА","Без перфорации","Молния/Шнурки",30,105,6
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",?,?,"Кожа из спилка","Текстиль","КРС","ЭВА","Декоративная","Молния/Шнурки",35,100,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",4999.0,12299.0,"Кожа из спилка","Ворсин","Ворсин","ТЭП",?,"Молния/Шнурки",35,120,6
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",?,?,"Кожа из спилка","Ворсин","Ворсин","ТЭП",?,"Молния/Шнурки",35,140,6
"M-Shoes","Ботинки","Коричневый","Муж.","Весна-осень",5799.0,11599.0,"Кожа из спилка","Ворсин","Ворсин","Резина",?,"Молния/Шнурки",30,100,6
"M-Shoes","Ботинки","Черный","Муж.","Весна-осень",2999.0,9990.0,"Кожа из спилка","Ворсин","Ворсин","Резина",?,"Молния/Шнурки",30,100,6
"M-Shoes","Ботинки","Коричневый","Муж.","Весна-осень",3999.0,11499.0,"Кожа из спилка","Ворсин","Ворсин","Резина",?,"Шнурки",28,105,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",3999.0,9999.0,"Кожа из спилка","Текстиль","Текстиль","ТЭП","Без перфорации","Шнурки",35,130,6
"Thomas Munz black","Ботинки","Черный","Муж.","Весна-осень",4999.0,15999.0,"Натуральная кожа","Ворсин","Ворсин","Резина",?,"Молния/Пряжка",35,105,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",?,?,"Натуральная кожа","Ворсин","Ворсин","Резина","Без перфорации","Молния",30,110,6
"M-Shoes","Ботинки","Коричневый","Муж.","Весна-осень",2999.0,10990.0,"Кожа из спилка","Ворсин","Ворсин","Резина",?,"Молния",22,100,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",?,?,"Кожа из спилка","Ворсин","Ворсин","Резина",?,"Молния/Шнурки",40,145,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",3999.0,13199.0,"Спилок","Спилок","Ворсин","Резина","Без перфорации","Резинка",30,130,6
"Thomas Munz","Ботинки","Коричневый","Муж.","Весна-осень",4999.0,11699.0,"Спилок","Спилок","КРС","Резина",?,"Молния/Шнурки",30,100,6
"Thomas Munz","Ботинки","Коричневый","Муж.","Весна-осень",3999.0,9999.0,"Спилок","Спилок","Ворсин","ТЭП",?,"Молния/Шнурки",30,90,6
"Thomas Munz","Ботинки","Синий","Муж.","Весна-осень",5199.0,10399.0,"Кожа из спилка","Ворсин","Ворсин","ТЭП",?,"Молния/Шнурки",30,120,6
"Thomas Munz","Ботинки work boots","Серый","Муж.","Весна-осень",4699.0,9399.0,"Кожа из спилка","Ворсин","Ворсин","Резина",?,"Молния/Шнурки",40,135,6
"Thomas Munz","Ботинки","Рыжий","Муж.","Весна-осень",?,?,"Кожа из спилка","Ворсин","Ворсин","Резина",?,"Молния/Шнурки",40,135,6
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",2599.0,10999.0,"Кожа из спилка","Ворсин","Ворсин","ЭВА",?,"Шнурки",50,115,6
"Thomas Munz","Ботинки","Черный","Муж.","Весна-осень",6949.0,13899.0,"Натуральная кожа","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",30,95,6
"Thomas Munz","Ботинки","Коричневый","Муж.","Весна-осень",6949.0,13899.0,"Натуральная кожа","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",30,95,6
"BRIGGS","Ботинки","Черный","Муж.","Весна-осень",?,?,"Кожа из спилка","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",40,120,6
"BRIGGS","Ботинки","Серый","Муж.","Весна-осень",2999.0,9999.0,"Кожа из спилка","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",40,120,6
"Thomas Munz black","Ботинки","Коричневый","Муж.","Весна-осень",7449.0,14899.0,"Шевро","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",30,100,6
"Thomas Munz black","Ботинки","Черный","Муж.","Весна-осень",3999.0,15999.0,"Натуральная кожа","Ворсин","Ворсин","Резина","Без перфорации","Молния/Шнурки",40,115,6
"BRIGGS","Ботинки","Синий","Муж.","Зима",1599.0,6999.0,"Искусственная кожа","Искусственный мех","Искусственный мех","ТЭП","Без перфорации","Шнурки",35,110,6
